StudentID,Number Class Attended,Previous Semester Score,Currently Working,Sleep Hours,Number of Practice Sets Solved
BITS4994,,91,Yes,7,9
BITS4995,2,93,Yes,9,0
BITS4996,7,53,Yes,5,7
BITS4997,1,74,Yes,8,5
BITS4998,3,67,Yes,6,0
BITS4999,4,97,No,4,3
BITS5000,1,69,No,5,5
BITS5001,5,65,Yes,6,9
BITS5002,3,46,Yes,5,0
BITS5003,2,78,Yes,5,9
BITS5004,3,70,Yes,5,4
BITS5005,8,44,No,8,2
BITS5006,6,74,Yes,7,6
BITS5007,7,89,Yes,5,7
BITS5008,6,86,Yes,8,2
BITS5009,6,91,Yes,4,9
BITS5010,3,53,No,7,2
BITS5011,8,75,Yes,8,2
BITS5012,7,66,No,4,5
BITS5013,7,63,No,7,5
BITS5014,6,79,Yes,8,2
BITS5015,5,68,Yes,4,5
BITS5016,8,92,Yes,8,8
BITS5017,5,84,Yes,4,7
BITS5018,9,61,Yes,5,6
BITS5019,9,47,No,5,6
BITS5020,1,54,No,7,7
BITS5021,6,88,No,4,6
BITS5022,7,44,No,5,2
BITS5023,3,91,No,7,7
BITS5024,7,43,Yes,6,7
BITS5025,7,50,Yes,5,0
BITS5026,2,57,No,5,9
BITS5027,7,81,Yes,9,4
BITS5028,1,88,Yes,8,4
BITS5029,5,69,No,6,0
BITS5030,9,54,No,4,5
BITS5031,7,45,No,7,5
BITS5032,7,94,Yes,6,3
BITS5033,2,92,No,4,5
BITS5034,8,55,No,5,5
BITS5035,3,86,Yes,9,0
BITS5036,8,79,Yes,7,4
BITS5037,3,48,No,7,1
BITS5038,7,82,Yes,6,6
BITS5039,2,98,No,8,8
BITS5040,4,73,Yes,4,8
BITS5041,6,66,No,9,8
BITS5042,9,52,Yes,9,6
BITS5043,5,75,Yes,6,6
BITS5044,9,66,Yes,8,0
BITS5045,5,48,No,8,5
BITS5046,8,44,No,8,4
BITS5047,1,90,No,7,7
BITS5048,7,61,Yes,4,7
BITS5049,4,70,Yes,4,3
BITS5050,5,42,Yes,6,0
BITS5051,6,69,No,5,5
BITS5052,5,60,Yes,6,9
BITS5053,1,74,No,4,0
BITS5054,9,45,No,7,4
BITS5055,2,67,No,6,4
BITS5056,9,71,No,5,2
BITS5057,2,81,No,9,4
BITS5058,9,76,Yes,6,5
BITS5059,6,64,Yes,8,4
BITS5060,9,71,Yes,5,0
BITS5061,6,74,Yes,8,6
BITS5062,6,61,Yes,7,2
BITS5063,2,63,Yes,4,6
BITS5064,8,78,No,6,4
BITS5065,3,93,Yes,6,2
BITS5066,7,69,No,8,5
BITS5067,5,89,No,8,0
BITS5068,3,71,No,4,5
BITS5069,1,70,No,6,3
BITS5070,8,62,No,4,3
BITS5071,3,79,Yes,8,4
BITS5072,2,72,Yes,9,8
BITS5073,1,64,Yes,8,0
BITS5074,4,75,No,5,2
BITS5075,8,63,Yes,8,3
BITS5076,3,70,Yes,8,1
BITS5077,1,97,No,9,8
BITS5078,4,78,No,4,6
BITS5079,9,85,Yes,5,0
BITS5080,1,52,No,5,8
BITS5081,2,49,No,6,5
BITS5082,9,62,No,9,1
BITS5083,2,57,Yes,7,0
BITS5084,3,71,No,6,5
BITS5085,7,72,No,6,6
BITS5086,3,75,No,6,9
BITS5087,9,67,No,5,5
BITS5088,6,55,No,4,6
BITS5089,3,55,Yes,8,5
BITS5090,9,57,Yes,5,7
BITS5091,1,47,No,8,1
BITS5092,3,81,No,8,8
BITS5093,1,55,Yes,7,8
BITS5094,2,94,Yes,6,8
BITS5095,8,95,No,7,6
BITS5096,7,50,No,6,8
BITS5097,2,45,Yes,5,0
BITS5098,2,40,No,8,2
BITS5099,9,51,No,7,1
BITS5100,6,96,Yes,9,0
BITS5101,5,77,Yes,5,4
BITS5102,6,67,Yes,5,0
BITS5103,9,84,Yes,9,2
BITS5104,7,97,No,6,5
BITS5105,9,56,No,8,5
BITS5106,4,40,No,6,2
BITS5107,2,71,No,6,3
BITS5108,8,47,Yes,5,6
BITS5109,4,93,Yes,6,5
BITS5110,9,79,No,4,1
BITS5111,4,95,No,9,8
BITS5112,8,82,No,9,5
BITS5113,9,85,Yes,8,1
BITS5114,9,63,Yes,9,6
BITS5115,4,49,Yes,6,9
BITS5116,1,86,No,6,9
BITS5117,3,78,No,7,3
BITS5118,9,78,No,8,0
BITS5119,4,49,Yes,8,9
BITS5120,5,75,No,9,8
BITS5121,7,64,Yes,6,9
BITS5122,5,99,No,4,7
BITS5123,4,89,No,7,4
BITS5124,2,98,Yes,4,2
BITS5125,2,96,Yes,6,3
BITS5126,4,49,No,8,2
BITS5127,9,58,Yes,8,9
BITS5128,8,85,Yes,4,7
BITS5129,3,84,Yes,5,4
BITS5130,9,54,Yes,6,7
BITS5131,5,55,Yes,8,0
BITS5132,3,41,No,9,8
BITS5133,5,68,No,5,9
BITS5134,4,43,No,8,2
BITS5135,8,92,No,9,0
BITS5136,5,89,Yes,8,2
BITS5137,8,68,No,5,1
BITS5138,9,70,Yes,4,6
BITS5139,4,56,No,6,9
BITS5140,7,49,No,5,3
BITS5141,2,66,Yes,5,6
BITS5142,6,92,No,8,2
BITS5143,8,80,No,9,5
BITS5144,7,54,No,5,6
BITS5145,7,99,No,6,6
BITS5146,8,83,No,4,4
BITS5147,7,70,No,9,5
BITS5148,5,60,No,4,2
BITS5149,7,99,Yes,4,3
BITS5150,3,98,No,6,5
BITS5151,5,97,No,8,2
BITS5152,7,80,No,9,6
BITS5153,9,85,No,9,2
BITS5154,2,84,No,6,8
BITS5155,4,99,No,9,3
BITS5156,7,65,Yes,5,1
BITS5157,1,77,No,7,5
BITS5158,2,90,No,7,8
BITS5159,9,75,Yes,7,9
BITS5160,7,91,Yes,4,9
BITS5161,7,56,No,9,1
BITS5162,6,90,No,6,3
BITS5163,3,42,No,9,4
BITS5164,3,53,Yes,6,8
BITS5165,2,88,Yes,9,6
BITS5166,6,52,No,4,4
BITS5167,4,80,No,5,5
BITS5168,5,66,Yes,7,8
BITS5169,3,40,Yes,7,3
BITS5170,6,96,Yes,9,1
BITS5171,3,56,Yes,4,4
BITS5172,8,87,No,7,6
BITS5173,9,89,Yes,9,3
BITS5174,4,73,Yes,8,0
BITS5175,9,53,No,9,7
BITS5176,7,93,Yes,6,4
BITS5177,3,94,No,7,9
BITS5178,7,98,Yes,7,1
BITS5179,1,56,No,8,2
BITS5180,3,42,Yes,5,9
BITS5181,6,73,No,9,9
BITS5182,4,79,No,5,4
BITS5183,7,64,Yes,9,3
BITS5184,3,41,No,8,8
BITS5185,1,73,No,5,8
BITS5186,9,65,Yes,4,7
BITS5187,6,70,No,8,1
BITS5188,8,48,No,9,4
BITS5189,3,69,Yes,6,7
BITS5190,8,59,Yes,6,7
BITS5191,2,60,No,6,6
BITS5192,4,68,No,9,3
BITS5193,3,98,No,7,2
BITS5194,1,64,No,8,7
BITS5195,7,77,No,8,7
BITS5196,2,97,Yes,5,9
BITS5197,4,83,No,8,4
BITS5198,9,64,Yes,8,2
BITS5199,6,48,Yes,5,4
BITS5200,8,78,Yes,8,3
BITS5201,2,83,Yes,8,7
BITS5202,7,65,No,4,1
BITS5203,6,96,No,,7
BITS5204,9,76,No,5,9
BITS5205,7,55,Yes,4,5
BITS5206,1,76,Yes,7,3
BITS5207,8,51,No,5,2
BITS5208,3,63,Yes,9,9
BITS5209,2,65,No,8,4
BITS5210,3,59,Yes,8,5
BITS5211,6,48,Yes,4,0
BITS5212,3,62,Yes,4,0
BITS5213,5,78,Yes,7,9
BITS5214,6,68,Yes,7,2
BITS5215,8,70,Yes,9,1
BITS5216,7,58,Yes,8,0
BITS5217,8,59,No,6,7
BITS5218,3,62,No,7,0
BITS5219,4,82,Yes,8,9
BITS5220,6,66,Yes,7,7
BITS5221,7,69,No,5,4
BITS5222,9,60,Yes,4,3
BITS5223,1,83,No,8,7
BITS5224,8,74,No,7,7
BITS5225,8,88,No,4,7
BITS5226,6,46,No,6,2
BITS5227,4,61,No,7,7
BITS5228,3,49,Yes,8,0
BITS5229,3,62,Yes,5,3
BITS5230,6,54,No,4,4
BITS5231,8,69,Yes,4,5
BITS5232,7,73,No,5,4
BITS5233,1,52,Yes,8,4
BITS5234,6,99,Yes,9,4
BITS5235,7,43,Yes,6,8
BITS5236,7,57,Yes,9,9
BITS5237,9,95,Yes,5,9
BITS5238,5,62,Yes,6,2
BITS5239,1,72,Yes,8,1
BITS5240,2,73,Yes,7,9
BITS5241,4,73,No,7,1
BITS5242,5,75,No,9,7
BITS5243,9,74,Yes,8,4
BITS5244,1,56,Yes,6,4
BITS5245,3,67,Yes,9,5
BITS5246,5,53,No,5,8
BITS5247,3,73,Yes,9,6
BITS5248,4,87,Yes,8,4
BITS5249,3,50,No,8,4
BITS5250,4,96,No,7,9
BITS5251,1,52,No,5,8
BITS5252,8,72,Yes,7,8
BITS5253,4,96,No,6,1
BITS5254,7,94,Yes,6,6
BITS5255,2,41,No,4,9
BITS5256,2,73,Yes,8,0
BITS5257,6,92,Yes,5,3
BITS5258,2,68,Yes,5,1
BITS5259,6,76,No,7,9
BITS5260,2,43,Yes,9,8
BITS5261,4,51,Yes,9,5
BITS5262,7,65,Yes,7,3
BITS5263,8,97,No,9,2
BITS5264,3,67,Yes,5,3
BITS5265,9,42,Yes,7,1
BITS5266,2,59,Yes,9,4
BITS5267,8,49,Yes,4,8
BITS5268,8,91,No,8,5
BITS5269,4,57,Yes,4,1
BITS5270,1,92,No,9,5
BITS5271,1,92,No,6,8
BITS5272,2,92,Yes,5,3
BITS5273,9,,No,4,0
BITS5274,2,70,No,4,1
BITS5275,2,66,No,7,4
BITS5276,6,81,Yes,7,9
BITS5277,7,40,No,7,6
BITS5278,7,45,No,9,7
BITS5279,9,50,Yes,6,2
BITS5280,6,73,Yes,4,8
BITS5281,8,78,No,8,1
BITS5282,6,59,No,7,3
BITS5283,2,92,No,6,3
BITS5284,1,60,Yes,9,5
BITS5285,5,60,No,6,9
BITS5286,9,57,Yes,7,5
BITS5287,8,60,No,5,2
BITS5288,4,58,No,4,8
BITS5289,5,43,Yes,7,4
BITS5290,5,52,No,8,1
BITS5291,6,57,Yes,4,5
BITS5292,3,91,No,6,2
BITS5293,5,68,Yes,8,7
BITS5294,2,64,Yes,4,2
BITS5295,1,95,No,8,4
BITS5296,1,52,Yes,6,3
BITS5297,7,66,No,7,3
BITS5298,2,99,Yes,8,1
BITS5299,4,58,Yes,7,7
BITS5300,5,88,Yes,6,2
BITS5301,7,40,No,6,3
BITS5302,2,77,Yes,8,5
BITS5303,6,58,Yes,8,8
BITS5304,1,91,Yes,6,3
BITS5305,7,40,No,8,2
BITS5306,9,79,No,8,4
BITS5307,5,56,Yes,8,8
BITS5308,5,60,Yes,9,0
BITS5309,4,61,No,8,4
BITS5310,3,54,Yes,4,3
BITS5311,9,89,Yes,6,4
BITS5312,5,78,Yes,6,6
BITS5313,8,87,Yes,5,6
BITS5314,9,78,Yes,7,6
BITS5315,5,71,Yes,5,0
BITS5316,9,88,No,8,8
BITS5317,2,43,Yes,8,6
BITS5318,9,83,Yes,4,3
BITS5319,4,84,No,4,3
BITS5320,6,71,No,4,1
BITS5321,6,43,No,4,5
BITS5322,6,92,No,4,9
BITS5323,2,40,Yes,4,2
BITS5324,7,72,No,4,
BITS5325,6,46,Yes,4,4
BITS5326,1,48,No,9,5
BITS5327,2,40,No,4,4
BITS5328,7,55,No,6,4
BITS5329,1,57,Yes,4,9
BITS5330,1,93,No,7,7
BITS5331,1,86,No,4,9
BITS5332,8,45,No,9,0
BITS5333,4,41,Yes,8,7
BITS5334,4,48,Yes,9,6
BITS5335,2,43,No,9,0
BITS5336,1,84,Yes,8,8
BITS5337,9,62,No,4,3
BITS5338,7,93,Yes,4,6
BITS5339,4,82,No,8,2
BITS5340,6,84,Yes,7,7
BITS5341,2,82,No,5,3
BITS5342,7,90,Yes,6,1
BITS5343,2,47,Yes,8,1
BITS5344,8,78,No,4,7
BITS5345,8,64,No,6,7
BITS5346,1,55,Yes,4,0
BITS5347,8,74,No,5,5
BITS5348,2,56,No,5,8
BITS5349,6,57,No,8,8
BITS5350,1,99,No,6,1
BITS5351,5,66,Yes,9,7
BITS5352,7,54,No,6,7
BITS5353,1,99,Yes,9,3
BITS5354,2,56,Yes,5,3
BITS5355,7,82,No,4,4
BITS5356,6,44,No,9,9
BITS5357,3,55,Yes,9,6
BITS5358,2,54,No,8,0
BITS5359,4,81,No,7,8
BITS5360,3,85,Yes,,2
BITS5361,7,73,Yes,9,3
BITS5362,8,87,Yes,5,6
BITS5363,2,58,No,8,4
BITS5364,7,47,No,4,4
BITS5365,8,86,Yes,6,0
BITS5366,6,49,Yes,5,1
BITS5367,6,44,No,8,4
BITS5368,1,91,No,8,1
BITS5369,4,87,No,8,0
BITS5370,1,92,Yes,6,9
BITS5371,4,65,No,5,2
BITS5372,2,61,No,9,0
BITS5373,5,83,Yes,8,9
BITS5374,9,62,No,6,7
BITS5375,3,52,Yes,4,7
BITS5376,8,48,No,7,7
BITS5377,3,88,Yes,5,6
BITS5378,6,59,Yes,6,6
BITS5379,4,67,Yes,7,1
BITS5380,8,83,No,7,8
BITS5381,6,96,No,6,6
BITS5382,8,76,No,9,4
BITS5383,1,63,No,9,3
BITS5384,6,83,Yes,6,7
BITS5385,1,72,No,6,4
BITS5386,1,59,No,8,5
BITS5387,8,99,Yes,4,3
BITS5388,7,87,Yes,9,1
BITS5389,3,69,Yes,8,6
BITS5390,6,83,Yes,7,1
BITS5391,9,48,No,7,6
BITS5392,7,84,Yes,7,6
BITS5393,3,88,No,6,0
BITS5394,6,56,No,5,9
BITS5395,4,75,Yes,8,9
BITS5396,3,53,Yes,5,2
BITS5397,9,58,Yes,4,2
BITS5398,2,46,Yes,4,5
BITS5399,1,98,Yes,8,2
BITS5400,2,42,No,7,8
BITS5401,7,72,Yes,9,4
BITS5402,1,83,No,4,5
BITS5403,6,71,Yes,5,5
BITS5404,7,86,No,5,7
BITS5405,9,50,No,9,9
BITS5406,8,81,No,6,2
BITS5407,6,41,Yes,7,8
BITS5408,3,65,Yes,6,6
BITS5409,8,43,Yes,8,5
BITS5410,7,56,No,4,0
BITS5411,3,56,No,9,3
BITS5412,9,67,Yes,9,4
BITS5413,2,69,Yes,9,1
BITS5414,3,79,No,6,0
BITS5415,2,62,No,6,1
BITS5416,1,85,Yes,8,7
BITS5417,4,63,Yes,5,9
BITS5418,5,68,Yes,5,5
BITS5419,6,43,No,8,9
BITS5420,5,77,No,9,1
BITS5421,1,68,Yes,5,8
BITS5422,3,58,Yes,8,7
BITS5423,1,66,Yes,5,3
BITS5424,5,68,Yes,8,9
BITS5425,5,95,Yes,5,6
BITS5426,6,75,No,9,2
BITS5427,8,74,Yes,6,5
BITS5428,1,91,No,6,2
BITS5429,4,45,No,9,9
BITS5430,1,98,No,5,2
BITS5431,9,62,No,9,8
BITS5432,7,78,No,8,5
BITS5433,7,85,No,6,7
BITS5434,5,83,No,4,3
BITS5435,7,87,No,5,3
BITS5436,2,91,Yes,4,7
BITS5437,4,47,Yes,4,6
BITS5438,7,94,Yes,7,4
BITS5439,3,41,Yes,4,1
BITS5440,2,52,Yes,4,5
BITS5441,2,79,No,9,0
BITS5442,1,96,No,7,6
BITS5443,5,60,No,7,8
BITS5444,6,70,No,7,4
BITS5445,6,91,No,8,4
BITS5446,9,87,Yes,7,6
BITS5447,4,75,Yes,9,4
BITS5448,1,87,No,8,9
BITS5449,6,91,Yes,5,3
BITS5450,5,77,Yes,8,0
BITS5451,6,66,Yes,5,5
BITS5452,3,75,Yes,7,8
BITS5453,2,87,Yes,7,3
BITS5454,6,62,No,5,9
BITS5455,1,94,Yes,6,3
BITS5456,7,60,Yes,9,4
BITS5457,7,52,No,8,5
BITS5458,7,76,No,9,2
BITS5459,1,86,No,9,8
BITS5460,4,65,No,4,0
BITS5461,7,79,No,7,5
BITS5462,9,46,No,8,5
BITS5463,5,85,No,9,7
BITS5464,2,78,No,8,4
BITS5465,7,61,Yes,9,8
BITS5466,1,78,No,7,8
BITS5467,7,62,No,9,1
BITS5468,6,97,Yes,5,4
BITS5469,7,69,No,7,6
BITS5470,3,57,No,8,1
BITS5471,3,81,No,6,6
BITS5472,7,57,No,9,8
BITS5473,2,85,Yes,5,7
BITS5474,1,49,Yes,7,9
BITS5475,9,78,No,4,8
BITS5476,9,69,Yes,7,3
BITS5477,7,65,Yes,8,7
BITS5478,7,46,Yes,8,8
BITS5479,3,46,Yes,4,9
BITS5480,2,44,Yes,5,1
BITS5481,7,40,Yes,8,9
BITS5482,9,85,No,5,2
BITS5483,1,57,No,5,0
BITS5484,4,52,Yes,7,0
BITS5485,6,64,Yes,5,9
BITS5486,7,79,Yes,9,5
BITS5487,7,47,No,8,0
BITS5488,2,49,No,8,4
BITS5489,4,71,No,6,5
BITS5490,5,56,No,5,8
BITS5491,1,77,No,6,5
BITS5492,1,54,No,7,3
BITS5493,3,54,Yes,6,0
BITS5494,3,96,No,5,5
BITS5495,8,87,No,8,6
BITS5496,9,79,No,7,4
BITS5497,1,90,Yes,5,5
BITS5498,2,59,No,7,9
BITS5499,2,54,Yes,4,7
BITS5500,4,74,Yes,5,0
BITS5501,2,45,No,4,7
BITS5502,7,69,No,6,1
BITS5503,9,96,No,5,1
BITS5504,7,47,Yes,4,7
BITS5505,6,70,No,9,1
BITS5506,1,87,Yes,8,7
BITS5507,9,86,Yes,6,4
BITS5508,5,71,No,5,8
BITS5509,5,84,No,5,8
BITS5510,6,97,No,8,7
BITS5511,9,91,Yes,8,8
BITS5512,8,54,No,4,6
BITS5513,8,57,Yes,4,7
BITS5514,8,52,No,4,5
BITS5515,1,63,Yes,7,8
BITS5516,1,79,No,6,1
BITS5517,8,53,No,5,2
BITS5518,5,67,Yes,6,1
BITS5519,9,50,Yes,8,5
BITS5520,2,45,No,9,2
BITS5521,9,95,Yes,6,0
BITS5522,8,64,Yes,6,3
BITS5523,9,40,Yes,4,4
BITS5524,4,64,Yes,8,3
BITS5525,1,41,No,6,5
BITS5526,1,71,Yes,5,2
BITS5527,5,52,No,4,9
BITS5528,2,72,No,6,5
BITS5529,8,71,No,8,9
BITS5530,5,95,Yes,9,0
BITS5531,5,63,No,5,5
BITS5532,2,66,No,9,7
BITS5533,7,43,No,8,9
BITS5534,8,63,No,8,7
BITS5535,1,62,No,8,0
BITS5536,2,68,Yes,9,6
BITS5537,4,73,No,7,9
BITS5538,5,60,Yes,5,9
BITS5539,2,69,No,8,3
BITS5540,1,65,No,7,5
BITS5541,9,59,Yes,4,5
BITS5542,1,55,Yes,7,4
BITS5543,4,42,No,4,9
BITS5544,2,88,No,9,8
BITS5545,4,76,No,7,9
BITS5546,8,97,No,9,7
BITS5547,8,79,No,8,5
BITS5548,9,83,Yes,,3
BITS5549,5,64,No,7,3
BITS5550,7,62,No,8,8
BITS5551,3,83,Yes,4,3
BITS5552,4,98,Yes,8,6
BITS5553,9,40,No,5,5
BITS5554,1,72,Yes,7,1
BITS5555,2,54,Yes,5,4
BITS5556,5,56,Yes,8,2
BITS5557,3,73,No,9,8
BITS5558,2,56,No,8,9
BITS5559,1,91,No,6,0
BITS5560,3,97,Yes,5,9
BITS5561,1,80,No,6,3
BITS5562,1,83,No,5,3
BITS5563,1,43,Yes,9,8
BITS5564,8,52,No,6,0
BITS5565,3,43,Yes,6,1
BITS5566,1,46,Yes,5,0
BITS5567,7,85,Yes,8,0
BITS5568,3,98,Yes,4,0
BITS5569,8,48,No,8,2
BITS5570,4,62,No,4,3
BITS5571,4,72,No,5,9
BITS5572,5,72,Yes,7,1
BITS5573,6,59,No,8,0
BITS5574,7,43,No,6,4
BITS5575,4,40,Yes,8,5
BITS5576,8,93,Yes,5,1
BITS5577,6,81,No,7,2
BITS5578,1,73,Yes,7,9
BITS5579,1,66,No,8,2
BITS5580,9,60,Yes,8,1
BITS5581,6,63,Yes,9,3
BITS5582,8,54,No,8,4
BITS5583,7,74,Yes,5,7
BITS5584,6,64,Yes,4,5
BITS5585,4,94,Yes,9,8
BITS5586,7,48,No,4,2
BITS5587,9,56,No,6,9
BITS5588,7,60,No,5,8
BITS5589,1,99,Yes,9,3
BITS5590,9,,Yes,7,7
BITS5591,4,42,Yes,9,9
BITS5592,3,43,Yes,6,6
BITS5593,4,43,No,7,6
BITS5594,4,82,No,9,8
BITS5595,2,67,Yes,7,9
BITS5596,1,46,No,8,1
BITS5597,1,65,No,7,4
BITS5598,8,50,No,9,2
BITS5599,2,63,Yes,7,6
BITS5600,5,82,No,5,2
BITS5601,4,49,No,8,4
BITS5602,8,76,No,8,4
BITS5603,2,52,No,6,1
BITS5604,9,83,No,8,0
BITS5605,7,81,Yes,4,5
BITS5606,7,78,No,5,0
BITS5607,1,58,No,6,8
BITS5608,2,90,Yes,4,9
BITS5609,4,58,No,7,4
BITS5610,4,51,Yes,4,0
BITS5611,3,91,Yes,6,7
BITS5612,7,61,Yes,8,0
BITS5613,8,86,Yes,5,3
BITS5614,2,76,No,6,6
BITS5615,4,95,No,4,3
BITS5616,3,69,Yes,4,4
BITS5617,2,85,No,6,6
BITS5618,6,51,Yes,9,3
BITS5619,4,68,No,9,4
BITS5620,6,60,No,6,6
BITS5621,2,50,Yes,9,0
BITS5622,4,99,No,6,2
BITS5623,6,76,Yes,8,0
BITS5624,5,87,No,6,2
BITS5625,3,97,No,7,1
BITS5626,8,57,No,5,4
BITS5627,7,83,Yes,5,9
BITS5628,3,98,Yes,7,4
BITS5629,6,66,Yes,4,9
BITS5630,4,76,No,4,8
BITS5631,5,87,Yes,4,7
BITS5632,5,51,Yes,4,2
BITS5633,7,62,Yes,8,0
BITS5634,5,73,No,7,4
BITS5635,3,77,No,5,2
BITS5636,5,62,No,7,4
BITS5637,7,92,No,5,8
BITS5638,5,64,Yes,4,0
BITS5639,5,43,No,8,0
BITS5640,9,69,Yes,6,8
BITS5641,3,69,No,6,2
BITS5642,6,52,Yes,9,9
BITS5643,1,81,Yes,4,4
BITS5644,5,88,No,4,8
BITS5645,8,53,Yes,7,4
BITS5646,5,95,Yes,8,2
BITS5647,9,86,Yes,8,8
BITS5648,6,47,Yes,7,6
BITS5649,8,94,No,8,6
BITS5650,8,63,No,8,7
BITS5651,3,57,Yes,6,4
BITS5652,7,74,No,8,1
BITS5653,7,64,Yes,4,8
BITS5654,6,56,,6,2
BITS5655,7,71,No,4,1
BITS5656,2,95,Yes,4,9
BITS5657,9,63,No,7,9
BITS5658,1,46,Yes,9,4
BITS5659,1,52,No,8,7
BITS5660,3,66,No,8,2
BITS5661,3,87,Yes,8,5
BITS5662,1,44,No,8,8
BITS5663,7,75,Yes,6,1
BITS5664,4,65,No,5,7
BITS5665,2,81,Yes,4,9
BITS5666,5,84,No,9,6
BITS5667,6,70,No,9,2
BITS5668,9,49,No,5,0
BITS5669,4,85,Yes,5,5
BITS5670,2,65,No,5,1
BITS5671,5,61,Yes,6,2
BITS5672,3,51,No,5,4
BITS5673,2,71,No,6,7
BITS5674,1,66,Yes,7,1
BITS5675,2,72,No,7,5
BITS5676,6,92,Yes,9,0
BITS5677,8,91,Yes,7,6
BITS5678,3,59,Yes,6,3
BITS5679,9,78,Yes,6,0
BITS5680,9,80,Yes,4,8
BITS5681,2,79,No,5,8
BITS5682,8,98,Yes,8,2
BITS5683,5,52,No,8,5
BITS5684,4,53,Yes,5,6
BITS5685,5,83,Yes,8,3
BITS5686,4,79,No,8,5
BITS5687,8,92,No,8,8
BITS5688,4,61,Yes,9,9
BITS5689,6,57,Yes,6,5
BITS5690,2,87,No,6,6
BITS5691,5,68,No,6,5
BITS5692,6,82,Yes,5,6
BITS5693,5,55,Yes,7,0
BITS5694,2,85,Yes,9,5
BITS5695,7,74,No,9,8
BITS5696,4,92,Yes,8,2
BITS5697,8,73,No,4,5
BITS5698,7,42,No,6,3
BITS5699,7,43,Yes,9,6
BITS5700,9,93,Yes,9,6
BITS5701,1,44,No,4,8
BITS5702,6,49,Yes,8,3
BITS5703,6,91,Yes,9,7
BITS5704,6,68,No,9,7
BITS5705,6,71,Yes,7,7
BITS5706,7,70,No,4,7
BITS5707,6,41,No,8,5
BITS5708,1,51,Yes,8,7
BITS5709,3,66,No,6,5
BITS5710,2,44,No,7,9
BITS5711,6,76,Yes,8,1
BITS5712,8,66,No,7,2
BITS5713,3,62,Yes,6,5
BITS5714,8,72,No,4,6
BITS5715,8,43,No,9,3
BITS5716,5,98,No,9,0
BITS5717,8,60,No,5,3
BITS5718,6,63,No,5,5
BITS5719,5,83,No,5,7
BITS5720,9,70,No,9,3
BITS5721,7,83,Yes,7,9
BITS5722,8,87,No,5,0
BITS5723,1,63,Yes,4,4
BITS5724,2,88,No,8,6
BITS5725,8,92,No,7,5
BITS5726,9,49,Yes,9,2
BITS5727,4,88,Yes,4,6
BITS5728,9,88,Yes,9,3
BITS5729,4,89,No,7,4
BITS5730,9,41,Yes,7,6
BITS5731,7,70,No,7,1
BITS5732,2,64,No,6,3
BITS5733,9,43,Yes,8,3
BITS5734,4,90,No,5,5
BITS5735,8,50,Yes,6,6
BITS5736,7,56,Yes,8,3
BITS5737,7,83,Yes,9,9
BITS5738,8,41,Yes,5,0
BITS5739,1,45,No,6,0
BITS5740,5,48,No,6,4
BITS5741,2,44,Yes,4,0
BITS5742,2,59,Yes,6,2
BITS5743,1,68,No,7,8
BITS5744,5,60,No,9,2
BITS5745,2,48,Yes,6,2
BITS5746,4,67,No,7,8
BITS5747,3,94,No,8,4
BITS5748,3,47,No,8,7
BITS5749,2,70,No,7,9
BITS5750,6,59,Yes,4,8
BITS5751,2,66,No,4,5
BITS5752,8,47,Yes,8,6
BITS5753,8,93,Yes,9,6
BITS5754,5,60,Yes,6,6
BITS5755,7,67,No,8,3
BITS5756,4,62,No,8,1
BITS5757,1,45,Yes,7,1
BITS5758,2,42,No,4,6
BITS5759,4,44,Yes,9,9
BITS5760,1,48,Yes,7,6
BITS5761,8,46,No,8,9
BITS5762,9,99,No,5,6
BITS5763,4,43,No,6,7
BITS5764,3,78,Yes,8,2
BITS5765,2,44,Yes,7,4
BITS5766,5,50,No,5,5
BITS5767,3,54,Yes,5,7
BITS5768,7,73,Yes,8,7
BITS5769,6,52,Yes,9,9
BITS5770,1,93,No,4,2
BITS5771,8,87,No,5,3
BITS5772,2,46,No,6,5
BITS5773,5,79,Yes,7,3
BITS5774,9,45,No,7,9
BITS5775,8,95,Yes,7,3
BITS5776,2,78,Yes,8,4
BITS5777,9,89,Yes,7,9
BITS5778,5,69,No,7,6
BITS5779,6,61,Yes,6,1
BITS5780,3,64,No,4,1
BITS5781,3,67,Yes,9,9
BITS5782,8,93,No,8,8
BITS5783,2,59,No,8,3
BITS5784,2,78,No,7,4
BITS5785,5,42,No,6,2
BITS5786,6,44,No,5,1
BITS5787,2,40,No,7,9
BITS5788,5,54,No,7,7
BITS5789,7,65,No,8,3
BITS5790,8,42,Yes,8,0
BITS5791,7,79,Yes,7,5
BITS5792,8,96,Yes,8,5
BITS5793,9,80,Yes,6,1
BITS5794,5,86,Yes,5,1
BITS5795,5,81,No,5,7
BITS5796,4,73,No,5,6
BITS5797,9,91,No,7,1
BITS5798,5,44,No,9,9
BITS5799,2,70,No,7,0
BITS5800,8,90,Yes,7,7
BITS5801,7,52,Yes,6,9
BITS5802,8,82,No,5,1
BITS5803,3,40,Yes,8,4
BITS5804,4,61,Yes,8,5
BITS5805,5,54,No,4,9
BITS5806,6,65,No,4,0
BITS5807,1,57,Yes,9,1
BITS5808,4,87,Yes,8,9
BITS5809,5,48,No,5,3
BITS5810,7,40,Yes,7,1
BITS5811,5,82,No,8,5
BITS5812,1,48,Yes,9,3
BITS5813,7,62,Yes,9,2
BITS5814,8,82,No,8,5
BITS5815,7,84,Yes,4,8
